"check_date","link_id","prcs_spd","prcs_trv_time"
"2018-09-06 03:36:58.44","1220003800",85,127
"2018-09-06 04:06:58.44","1220003800",81,133
"2018-09-06 04:36:58.44","1220003800",86,126
"2018-09-06 05:06:58.44","1220003800",83,130
"2018-09-06 05:36:58.44","1220003800",83,130
"2018-09-06 06:06:58.44","1220003800",73,148
"2018-09-06 06:36:58.44","1220003800",32,337
"2018-09-06 07:06:58.44","1220003800",22,491
"2018-09-06 07:36:58.44","1220003800",18,600
"2018-09-06 08:06:58.44","1220003800",17,635
"2018-09-06 08:36:58.44","1220003800",20,540
"2018-09-06 09:06:58.44","1220003800",20,540
"2018-09-06 09:36:58.44","1220003800",19,568
"2018-09-06 10:06:58.44","1220003800",21,514
"2018-09-06 10:36:58.44","1220003800",18,600
"2018-09-06 11:06:58.44","1220003800",19,568
"2018-09-06 11:36:58.44","1220003800",22,491
"2018-09-06 12:06:58.44","1220003800",73,148
"2018-09-06 12:36:58.44","1220003800",19,568
"2018-09-06 13:06:58.44","1220003800",21,514
"2018-09-06 13:36:58.44","1220003800",31,348
"2018-09-06 14:06:58.44","1220003800",31,348
"2018-09-06 14:36:58.44","1220003800",12,900
"2018-09-06 15:06:58.44","1220003800",20,540
"2018-09-06 15:36:58.44","1220003800",17,635
"2018-09-06 16:06:58.44","1220003800",12,900
"2018-09-06 16:36:58.44","1220003800",19,568
"2018-09-06 17:06:58.44","1220003800",15,720
"2018-09-06 17:36:58.44","1220003800",14,771
"2018-09-06 18:06:58.44","1220003800",18,600
"2018-09-06 18:36:58.44","1220003800",16,675
"2018-09-06 19:06:58.44","1220003800",16,675
"2018-09-06 19:36:58.44","1220003800",18,600
"2018-09-06 20:06:58.44","1220003800",20,540
"2018-09-06 20:36:58.44","1220003800",29,372
"2018-09-06 21:06:58.44","1220003800",12,900
"2018-09-06 21:36:58.44","1220003800",10,1080
"2018-09-06 22:06:58.44","1220003800",8,1350
"2018-09-06 22:36:58.44","1220003800",16,675
"2018-09-06 23:06:58.44","1220003800",79,137
"2018-09-06 23:36:58.44","1220003800",77,140
"2018-09-07 00:06:58.44","1220003800",79,137
"2018-09-07 00:36:58.44","1220003800",85,127
"2018-09-07 01:06:58.44","1220003800",87,124
"2018-09-07 01:36:58.44","1220003800",76,142
"2018-09-07 02:06:58.44","1220003800",81,133
"2018-09-07 02:36:58.44","1220003800",84,129
"2018-09-07 03:06:58.44","1220003800",85,127
"2018-09-07 03:36:58.44","1220003800",82,132
"2018-09-07 04:06:58.44","1220003800",84,129
"2018-09-07 04:36:58.44","1220003800",84,129
